"id";"schluessel";"von";"bis";"von_str";"bis_str";"wdm";"wdm_klar";"strasse";"status";"historie";"straba";"laenge";"aend";"geom"
8099;"10028120";"15467";"15468";"Rudolf-Bergander-Ring";"Scheidemantelstr.";"H";"sonstige Hauptverkehrsstraße";"Reicker Straße";0;"AKT";"S";82.65;2024-02-06;"SRID=4326;LINESTRING(13.78435745529075262539 51.01735928587437030046,13.7847988712722688831 51.01711322245906643502,13.78524027966569853731 51.01686716000144627969)"
8097;"10028090";"15465";"15466";"Bernhard-Kretzschmar-Str./ÖFW";"Wieckestr.";"H";"sonstige Hauptverkehrsstraße";"Reicker Straße";0;"AKT";"S";186.25;2024-02-06;"SRID=4326;LINESTRING(13.78194320207400380696 51.01871970566501346411,13.78204724167763828291 51.01866782929802468516,13.7826529715714851676 51.01831724375131926763,13.78275585883240239582 51.01825769280437583575,13.78392221614284451903 51.01760362053430952756)"
8096;"10028080";"15464";"15465";"Otto-Dix-Ring";"Berhhard-Kretzschmar-Str./ÖFW";"H";"sonstige Hauptverkehrsstraße";"Reicker Straße";0;"AKT";"S";88.37;2024-02-06;"SRID=4326;LINESTRING(13.78097612672478966545 51.01922889193367893768,13.78145966978738101716 51.01897430389894338987,13.78194320207400380696 51.01871970566501346411)"
8095;"10028070";"15463";"15464";"Rudolf-Bergander-Ring";"Otto-Dix-Ring";"H";"sonstige Hauptverkehrsstraße";"Reicker Straße";0;"AKT";"S";227.2;2024-02-06;"SRID=4326;LINESTRING(13.7784691680210578113 51.02052244767453004215,13.77972293126068770164 51.01987160883295757685,13.78097612672478966545 51.01922889193367893768)"
8094;"10028060";"15462";"15463";"Hagedornplatz/Otto-Dix-Ring";"Rudolf-Bergander-Ring";"H";"sonstige Hauptverkehrsstraße";"Reicker Straße";0;"AKT";"S";216.01;2024-02-06;"SRID=4326;LINESTRING(13.77609280104005939904 51.02175779390049825679,13.77720463148533802666 51.02118054623174003837,13.7784691680210578113 51.02052244767453004215)"
8093;"10028050";"15461";"15462";"Eugen-Bracht-Str.";"Hagedornplatz/Otto-Dix-Ring";"H";"sonstige Hauptverkehrsstraße";"Reicker Straße";0;"AKT";"S";203.35;2024-02-06;"SRID=4326;LINESTRING(13.77385511689968211613 51.02292029669648343315,13.7748921864251787639 51.0223850286955311617,13.77609280104005939904 51.02175779390049825679)"
8092;"10028040";"15460";"15461";"Dorotheenstr.";"Eugen-Bracht-Str.";"H";"sonstige Hauptverkehrsstraße";"Reicker Straße";0;"AKT";"S";240.32;2024-02-06;"SRID=4326;LINESTRING(13.77121023721535308937 51.02429386578218384329,13.77255082176819733775 51.02360364303100936922,13.77385511689968211613 51.02292029669648343315)"
8091;"10028030";"15459";"15460";"Cäcilienstr.";"Dorotheenstr.";"H";"sonstige Hauptverkehrsstraße";"Reicker Straße";0;"AKT";"S";121.89;2024-02-06;"SRID=4326;LINESTRING(13.76987439580967986785 51.02499473026714582602,13.77055739240916665267 51.02462812656562363145,13.77121023721535308937 51.02429386578218384329)"
8116;"10032060";"15483";"15484";"Defreggerstr.";"Gotthardt-Kuehl-Str.";"H";"sonstige Hauptverkehrsstraße";"Lockwitzer Straße";0;"AKT";"S";91.97;2024-02-06;"SRID=4326;LINESTRING(13.76372718988969445775 51.02350098836513581091,13.76418362887657664828 51.0232024073032661704,13.76463717743103210012 51.0229055942826903447)"
8112;"10032020";"15479";"15480";"Heinrich-Zille-Str.";"Kurt-Frölich-Str.";"U";"übrige Straße";"Lockwitzer Straße";0;"AKT";"S";126.27;2024-02-06;"SRID=4326;LINESTRING(13.76010235902527156782 51.02712773189610118152,13.76050917750239577231 51.02662003127943535219,13.7609248088022493306 51.02611776087555739423)"
8117;"10032065";"15484";"15485";"Gotthardt-Kuehl-Str.";"Hugo-Bürkner-Str.";"H";"sonstige Hauptverkehrsstraße";"Lockwitzer Straße";0;"AKT";"S";107.22;2024-02-06;"SRID=4326;LINESTRING(13.76463717743103210012 51.0229055942826903447,13.76519468809080137817 51.02256064572101479371,13.76571568924672384071 51.02222252923551337744)"
8111;"10032010";"15284";"15479";"Wasaplatz";"Heinrich-Zille-Str./Lannerstr.";"U";"übrige Straße";"Lockwitzer Straße";0;"AKT";"S";110.48;2024-02-06;"SRID=4326;LINESTRING(13.75936273147982902287 51.02800441869044334453,13.75971321166099414768 51.02756057654459453943,13.76010235902527156782 51.02712773189610118152)"
8114;"10032040";"15481";"15482";"Lenbachstr.";"Mockritzer Str.";"H";"sonstige Hauptverkehrsstraße";"Lockwitzer Straße";0;"AKT";"S";116.93;2024-02-06;"SRID=4326;LINESTRING(13.76150074550849922161 51.02541058364073478515,13.76190328414196883955 51.0248884783078011651,13.76212375878725246992 51.02459694256858568906,13.76225223232224514902 51.0244733041009368435)"
8113;"10032030";"15480";"15481";"Kurt-Frölich-Str.";"Lenbachstr.";"H";"sonstige Hauptverkehrsstraße";"Lockwitzer Straße";0;"AKT";"S";88.42;2024-02-06;"SRID=4326;LINESTRING(13.7609248088022493306 51.02611776087555739423,13.76122257445041974222 51.02575868785022805696,13.76150074550849922161 51.02541058364073478515)"
8115;"10032050";"15482";"15483";"Mockritzer Str.";"Rayskistr.";"H";"sonstige Hauptverkehrsstraße";"Lockwitzer Straße";0;"AKT";"S";149.69;2024-02-06;"SRID=4326;LINESTRING(13.76225223232224514902 51.0244733041009368435,13.76296223786798833544 51.02398384866668834547,13.76372718988969445775 51.02350098836513581091)"
8127;"10035030";"15277";"15254";"Wiener Str.";"Tiergartenstr.";"U";"übrige Straße";"Oskarstraße";0;"AKT";"S";136.96;2024-02-06;"SRID=4326;LINESTRING(13.76168885987674528337 51.0316867497058623826,13.76214519906148048278 51.03224774639442529178,13.76258416939569784176 51.03278122520005410934)"
8124;"10035010";"15290";"15287";"Wasastr./Wasaplatz";"Gustav-Adolf-Platz";"U";"übrige Straße";"Oskarstraße";0;"AKT";"S";185.36;2024-02-06;"SRID=4326;LINESTRING(13.7591386934882677906 51.02843586416332044564,13.75925719323810270112 51.02853039862335293719,13.75977782925641434986 51.02924076999237712471,13.76026916826790724713 51.02993870744932536354)"
8125;"10035020";"15286";"15301";"Gustav-Adolf-Platz";"ÖFW 45-Strehlen";"U";"übrige Straße";"Oskarstraße";0;"AKT";"S";71.11;2024-02-06;"SRID=4326;LINESTRING(13.76055599087439951234 51.03027685413256619995,13.76077202226872664426 51.03057156637192548487,13.76100230000789892415 51.03085079151232150707)"
8126;"10035025";"15301";"15277";"ÖFW 45-Strehlen";"Wiener Str.";"U";"übrige Straße";"Oskarstraße";0;"AKT";"S";104.71;2024-02-06;"SRID=4326;LINESTRING(13.76100230000789892415 51.03085079151232150707,13.76104953641850059398 51.03091149347365984568,13.7610557459972380201 51.03091929499763068634,13.76134269098147022703 51.0312759159408884102,13.76168885987674528337 51.0316867497058623826)"
8156;"10046010";"15181";"15485";"Dohnaer Str.";"Lockwitzer Str.";"H";"sonstige Hauptverkehrsstraße";"Hugo-Bürkner-Straße";0;"AKT";"S";122.15;2024-02-06;"SRID=4326;LINESTRING(13.76708804212660020028 51.02289773739983047562,13.76674028768666779854 51.02271015003704945912,13.76647458626642617219 51.02257582053223927687,13.76603405896613274706 51.02236472526237065495,13.76571568924672384071 51.02222252923551337744)"
8198;"10051020";"15474";"15459";"Hermannstr.";"Reicker Str.";"H";"sonstige Hauptverkehrsstraße";"Cäcilienstraße";0;"AKT";"S";182.03;2024-02-06;"SRID=4326;LINESTRING(13.76820837463682245527 51.02373995326293254493,13.76903402252417230045 51.02434562539210816112,13.76987439580967986785 51.02499473026714582602)"
8197;"10051010";"15181";"15474";"Dohnaer Str.";"Hermannstr.";"H";"sonstige Hauptverkehrsstraße";"Cäcilienstraße";0;"AKT";"S";122.32;2024-02-06;"SRID=4326;LINESTRING(13.76708804212660020028 51.02289773739983047562,13.76738203869832766202 51.02309817940625435995,13.76766047566503381461 51.02330399257724025119,13.76820837463682245527 51.02373995326293254493)"
8349;"10089040";"15574";"15593";"Kadenstraße";"Franz-Mehring-Straße";"H";"sonstige Hauptverkehrsstraße";"Moränenende";20;"AKT";"G";73.98;2024-02-06;"SRID=4326;LINESTRING(13.81399563054492496406 51.0150845881311383323,13.81430897318601758172 51.01525042440236035191,13.81463711518389203547 51.01542357459229748429,13.8148091403070552019 51.01550768189215290249)"
8343;"10089020";"15596";"15582";"Wilhelm-Liebknecht-Straße";"Breitscheidstraße";"H";"sonstige Hauptverkehrsstraße";"Moränenende";20;"AKT";"G";122.63;2024-02-06;"SRID=4326;LINESTRING(13.81004949266504588934 51.0126359053804989685,13.81044405551124043541 51.01297692080086676469,13.81078955473991420888 51.01330876092814037293,13.81103421865146785308 51.01354646250602797863)"
8340;"10089010";"15595";"15596";"Mügelner Straße";"Wilhelm-Liebknecht-Straße";"H";"sonstige Hauptverkehrsstraße";"Moränenende";20;"AKT";"B";215.48;2024-02-06;"SRID=4326;LINESTRING(13.80796931075129130306 51.01121249989989081541,13.80806290464083119218 51.01128936734096441796,13.80816980248207492821 51.01136081731425520047,13.8084578346123159065 51.01157005022099610869,13.80846033806575334779 51.01157176641538626427,13.80863888335824718467 51.01169417639788861152,13.80872636456926372261 51.0117541525761879484,13.80923444295663315984 51.01206310267033217087,13.80974415788635312197 51.01241062597435416137,13.81004517768379002973 51.01263272201704523923,13.81004949266504588934 51.0126359053804989685)"
8346;"10089030";"15582";"15574";"Breitscheidstraße";"Kadenstraße";"H";"sonstige Hauptverkehrsstraße";"Moränenende";20;"AKT";"G";269.26;2024-02-06;"SRID=4326;LINESTRING(13.81103421865146785308 51.01354646250602797863,13.81103697710232935947 51.01354769202617234214,13.81118885170474896995 51.01361543046867552675,13.81155902000257462703 51.01379567717512486524,13.81203013718796412945 51.014053529840111878,13.81240602781982751424 51.01424336266291703623,13.81279420347553887893 51.01444959979942694872,13.81310627319230199817 51.01459722752229453135,13.81348113704672364577 51.01480082079753941571,13.81378058833426791807 51.01496036180951421102,13.81399563054492496406 51.0150845881311383323)"
8352;"10089050";"15593";"14596";"Franz-Mehring-Straße";"Pirnaer Landstraße";"H";"sonstige Hauptverkehrsstraße";"Moränenende";20;"AKT";"G";126.27;2024-02-06;"SRID=4326;LINESTRING(13.8148091403070552019 51.01550768189215290249,13.81548974284934949708 51.0158837585329578701,13.81616069447547090476 51.01625748424277873028)"
8378;"10095040";"15615";"15616";"Dieselstr.";"Stephensonstr.";"U";"übrige Straße";"Hertzstraße";0;"AKT";"S";123.72;2024-02-06;"SRID=4326;LINESTRING(13.82821802466037475199 51.00908119434683385407,13.82890728616743025725 51.00877789703649511921,13.82967256279232692862 51.00845240734437879837)"
8383;"10097020";"15622";"15623";"Dieselstr.";"Stephensonstr.";"U";"übrige Straße";"Klettestraße";0;"AKT";"S";121.33;2024-02-06;"SRID=4326;LINESTRING(13.82712274644866390361 51.00772181092312251849,13.82728059225964045709 51.0076541215130490059,13.82762458178459397118 51.00749819492072845151,13.82804037053069912133 51.00732050898378133752,13.82834154455783881588 51.00719275533247554222,13.82855346690964815082 51.00710948498391417161)"
8405;"10100070";"15645";"15646";"Stephensonstr.";"Siemensstraße";"H";"sonstige Hauptverkehrsstraße";"Straße des 17.Juni";0;"AKT";"S";205.97;2024-02-06;"SRID=4326;LINESTRING(13.82528107726182042825 51.00333374383674112096,13.82570254437973211736 51.00308927647095913471,13.82633458908772539075 51.00271935920451227275,13.82725082892352119757 51.00217082519787226147,13.82742843419117662052 51.00207117448209004351)"
8408;"10100090";"15647";"15649";;;"SB";"Straßenbahn (eigene Trasse)";"Straße des 17.Juni";5;"AKT";"S";143.33;2024-02-06;"SRID=4326;LINESTRING(13.82977198596109680295 51.00062278582716146502,13.83011570381766830451 51.00041143772835994241,13.83057623207577258029 51.0001446657288681763,13.83084926223389032884 50.99998923157927777083,13.83105879374624969103 50.99980366656607344567,13.83108780747060961858 50.9997611309447265171,13.83108919839916950423 50.99970572439121241359,13.83107928773067740735 50.99967651884504249438)"
8406;"10100080";"15646";"15647";"Siemensstraße";"Försterlingstr.";"H";"sonstige Hauptverkehrsstraße";"Straße des 17.Juni";0;"AKT";"S";230.2;2024-02-06;"SRID=4326;LINESTRING(13.82742843419117662052 51.00207117448209004351,13.82824500481925156237 51.00156478824899153324,13.82935722978165138386 51.00088000515258102041,13.82977198596109680295 51.00062278582716146502)"
8432;"10105040";"15622";"15615";"Klettestr.";"Hertzstr.";"U";"übrige Straße";"Dieselstraße";0;"AKT";"S";169.64;2024-02-06;"SRID=4326;LINESTRING(13.82712274644866390361 51.00772181092312251849,13.82730117982839246338 51.00794407151799703115,13.82761991184506733532 51.00837024950192954975,13.82790360463043199957 51.00871325334701111842,13.82810287978520769059 51.00895373087992368255,13.82821802466037475199 51.00908119434683385407)"
8439;"10106040";"15623";"15616";"Klettestr.";"Hertzstr.";"H";"sonstige Hauptverkehrsstraße";"Stephensonstraße";0;"AKT";"S";168.78;2024-02-06;"SRID=4326;LINESTRING(13.82855346690964815082 51.00710948498391417161,13.82873878292203961848 51.00733913799994923011,13.82899255221186862741 51.00763636407150869445,13.82918727984556461763 51.00786807022295477054,13.82944335881254183107 51.00817864046305771808,13.8295480110763850945 51.0083195389737298342,13.82967256279232692862 51.00845240734437879837)"
8436;"10106010";"15645";"15637";"Straße des 17.Juni";"Sachsenwerkstr.";"H";"sonstige Hauptverkehrsstraße";"Stephensonstraße";0;"AKT";"S";165.74;2024-02-06;"SRID=4326;LINESTRING(13.82528107726182042825 51.00333374383674112096,13.82532403289037681304 51.00345008687047254625,13.82539824747673762317 51.00356295906905046422,13.82554918630388129941 51.00375094133775633054,13.82589851041619510852 51.00412904848415962533,13.82619613272522052227 51.00446501602039006684,13.82636865957033300845 51.0046508642403750855)"
8437;"10106020";"15637";"15631";"Sachsenwerkstr.";"Guerickestr.";"H";"sonstige Hauptverkehrsstraße";"Stephensonstraße";0;"AKT";"S";173.61;2024-02-06;"SRID=4326;LINESTRING(13.82636865957033300845 51.0046508642403750855,13.82661718882136980824 51.00492875153321392645,13.82716918622495860802 51.0055369748261142604,13.82746670075579231707 51.00587793074993925302,13.82757609021380851289 51.006013218543969856)"
8438;"10106030";"15631";"15623";"Guerickestr.";"Klettestr.";"H";"sonstige Hauptverkehrsstraße";"Stephensonstraße";0;"AKT";"S";139.89;2024-02-06;"SRID=4326;LINESTRING(13.82757609021380851289 51.006013218543969856,13.82774617244773729396 51.00620205722184152819,13.82794110202789461539 51.00642544106621301125,13.828169659827871385 51.00667580148337520995,13.82836739029817962887 51.00689255435094082713,13.82855346690964815082 51.00710948498391417161)"
8440;"10106050";"15616";"14605";"Hertzstr.";"Pirnaer Landstr.";"H";"sonstige Hauptverkehrsstraße";"Stephensonstraße";0;"AKT";"S";196.57;2024-02-06;"SRID=4326;LINESTRING(13.82967256279232692862 51.00845240734437879837,13.82989501344339444699 51.00868762920055132781,13.83022405174869184918 51.00903555452503468359,13.83056532437932162338 51.00942189390342207389,13.83080378851867031642 51.00969898589126927391,13.83104065713667374382 51.00999423690121403752)"
8450;"10108060";"15647";"15663";;;"SB";"Straßenbahn (eigene Trasse)";"Försterlingstraße";5;"AKT";"S";86.61;2024-02-06;"SRID=4326;LINESTRING(13.82977198596109680295 51.00062278582716146502,13.82967289374834507498 51.00046241042873162996,13.82911246420036022187 51.00004618217599983154,13.82910999337896384986 50.99998569821963911863)"
8456;"10113010";"15473";"15670";"Reicker Str./HN 136";"Prohliser Str.";"H";"sonstige Hauptverkehrsstraße";"Altreick";0;"AKT";"S";50.49;2024-02-06;"SRID=4326;LINESTRING(13.79334792671697584865 51.01305417413629328394,13.79384529428834049725 51.01306753565241791648,13.79406535908844766425 51.01308561143130759774)"
8457;"10113020";"15670";"15671";"Prohliser Str.";"ÖFW 44-Reick";"H";"sonstige Hauptverkehrsstraße";"Altreick";0;"AKT";"S";110.35;2024-02-06;"SRID=4326;LINESTRING(13.79406535908844766425 51.01308561143130759774,13.79439297914672657441 51.01309454750439442705,13.79480775536282699534 51.01307884552537785794,13.79516257654102773245 51.01303422227826445123,13.79538806392842964499 51.01298993001927328805,13.79560282126871939568 51.01293537373916109345)"
17870;"10113025";"15671";"19347";"ÖFW 44-Reick";"Mügelner Str.";"H";"sonstige Hauptverkehrsstraße";"Altreick";0;"AKT";"S";34.19;2024-02-06;"SRID=4326;LINESTRING(13.79560282126871939568 51.01293537373916109345,13.79584460679564195118 51.01287081046548621543,13.79605635336751134901 51.01282325656386973378)"
17871;"10114010";"19347";"15672";"Altreick/HN 26";"ÖFW 46-Reick";"H";"sonstige Hauptverkehrsstraße";"Mügelner Straße";0;"AKT";"S";67.96;2024-02-06;"SRID=4326;LINESTRING(13.79605635336751134901 51.01282325656386973378,13.7961609832800640163 51.01279799721944385738,13.79616109804065082756 51.0127979696246782737,13.79635853686263402551 51.01275030642049301832,13.79647985619501149301 51.0127291558155917528,13.79658349838324760128 51.01271108652781549608,13.79699029502056362162 51.01267089420743872097)"
8466;"10114015";"15672";"15563";"ÖFW 46-Reick";"Gamigstraße";"H";"sonstige Hauptverkehrsstraße";"Mügelner Straße";0;"AKT";"S";115.38;2024-02-06;"SRID=4326;LINESTRING(13.79699029502056362162 51.01267089420743872097,13.79750687904309813803 51.01260218183054462315,13.79809198096021738422 51.01253161268446234544,13.79860556777144431351 51.01247648345901097855)"
8468;"10114030";"15673";"15595";"Prohliser Allee";"Moränenende";"H";"sonstige Hauptverkehrsstraße";"Mügelner Straße";20;"AKT";"S";121.34;2024-02-06;"SRID=4326;LINESTRING(13.80629019784880995303 51.01146313094766782115,13.80697709688109675596 51.01134235911814585052,13.80751253738272588123 51.01125126255278985354,13.80772139874330406428 51.01123674474041536087,13.80784557637104548178 51.01123135267533115211,13.80796931075129130306 51.01121249989989081541)"
8597;"10144035";"15755";"15756";;;"SB";"Straßenbahn (eigene Trasse)";"Niedersedlitzer Straße";5;"AKT";"O";108.88;2024-02-06;"SRID=4326;LINESTRING(13.80249725907401803227 51.00912387676244463819,13.80294128716512780386 51.00892301599210298946,13.80343637095704778517 51.00868881012186761836,13.80359720682660906732 51.00864428326418220649,13.80380040752536885407 51.0086085884206070773)"
18364;"10144010";"19474";"15749";;;"SB";"Straßenbahn (eigene Trasse)";"Niedersedlitzer Straße";5;"AKT";"S";38.03;2024-02-06;"SRID=4326;LINESTRING(13.79881980918462858199 51.01188583983342539341,13.79882986790225452012 51.011868511427067574,13.79895168101031899255 51.01172088731076570411,13.79908306770898285265 51.01158748481013560649)"
8593;"10144015";"15749";"15753";;;"SB";"Straßenbahn (eigene Trasse)";"Niedersedlitzer Straße";5;"AKT";"O";192.64;2024-02-06;"SRID=4326;LINESTRING(13.79908306770898285265 51.01158748481013560649,13.79917191909370366432 51.01149744486412629385,13.79927822919538016322 51.01137470446764865528,13.79955147656153613411 51.01110046206481740683,13.7997465915521502211 51.01088838010679893387,13.79993113311861208103 51.01069927576886442466,13.80006104667686983589 51.0105641816582178194,13.80020710339607070694 51.01044814275600458586,13.80039710421313969846 51.01030526955184996041,13.80060825332038731972 51.0101529143142755629)"
8595;"10144030";"15753";"15755";;;"SB";"Straßenbahn (eigene Trasse)";"Niedersedlitzer Straße";5;"AKT";"O";175.17;2024-02-06;"SRID=4326;LINESTRING(13.80060825332038731972 51.0101529143142755629,13.8010564742762067425 51.00989435765907842324,13.80150539529890707513 51.00964500170533710843,13.80193740888073428152 51.00940596625971323874,13.80233175375677845409 51.00920851740446693157,13.80249725907401803227 51.00912387676244463819)"
18363;"10148010";"15563";"19474";;;"SB";"Straßenbahn (eigene Trasse)";"Gamigstraße";5;"AKT";"O";69.14;2024-02-06;"SRID=4326;LINESTRING(13.79860556777144431351 51.01247648345901097855,13.79870666436891291085 51.0123815400632807382,13.79875447036116575816 51.01229575200386534561,13.79877784202521695534 51.01222155454443907274,13.79876459349867623416 51.0121114541531213149,13.79876660214102201962 51.01203365391966570996,13.79878496030251433524 51.0119458706072066434,13.79879562323077912822 51.0119275034420596171,13.79881980918462858199 51.01188583983342539341)"
